"","x","y"
"57",20.215941568744,49.9318654925231
"58",20.2387317351114,50.0755767983422
"59",20.2533185139948,52.1054229311587
"60",20.3035286414043,50.1305860670506
"61",20.3317819639157,49.2395469594245
"62",20.3598138270574,47.4796895104838
"63",20.3796394827599,50.1891670563471
"64",20.3852804011263,48.5173278074543
"65",20.4007714505941,50.2352931942003
"66",20.4264642214768,50.4288906191632
"67",20.4351814908338,51.0388144078869
"68",20.4482097786294,51.5380844820018
"69",20.4609162059892,49.8888760689509
"70",20.4978504782292,50.8730469578204
"71",20.5483969595081,50.6209614988863
"72",20.5539176535376,50.6644051579002
"73",20.5846137496361,50.7379290547702
"74",20.6443765485188,48.09676286547
"75",20.6886402541001,49.1662848236791
"76",20.7013559015637,51.0337240886272
"77",20.7799651183363,51.0388144078869
"78",20.8215810816375,51.125979066441
"79",20.8377870444945,51.2014176473448
"80",20.878133487533,48.0762867317397
"81",20.895125661045,51.2731393480677
"82",20.9222674678797,51.2159286444501
"83",20.9935038559621,51.4035686707494
"84",21.0057385244623,51.4798950217547
"85",21.0255713696967,52.8891017168467
"86",21.0968390131493,51.5380844820018
"87",21.1488076184511,47.0787198581504
"88",21.207961998305,49.0324387485825
"89",21.2240817974395,48.2689742746932
"90",21.2538149210699,45.893505556919
"91",21.36065244853,51.0337240886272
"92",21.3686022840145,52.2626744268284
"93",21.5164706044295,46.7642345834217
"94",21.5326106261852,50.6644051579002
"95",21.5587083141491,51.2731393480677
"96",21.7150649868833,53.818207138435
"97",21.7869131368031,53.9944267694959
"98",22.0500846856271,54.2002178810513
"99",22.1689559653385,49.7610947867387
"100",22.1873329930166,56.4820798698848
"101",22.9477771795663,79.7793319425906
"102",22.9857895020793,78.0957552052733
"103",23.2434726044424,73.3250369105378
"104",23.2467626408577,73.5270609949542
"105",23.2732696008857,79.3841022275954
"106",23.3325249024143,78.608038271102
"107",23.4670979971094,78.9507372823662
"108",23.6047256502005,75.0468533129354
"109",23.6359625479176,83.0740197044551
"110",23.6490973139693,78.0646581294206
"111",23.661225712765,81.29085408908
"112",23.7413513719398,76.2179513635437
"113",23.811565964852,76.2768665095745
"114",23.9474867206613,76.4940457267269
"115",24.0259904171959,80.0333875616627
"116",24.0614612963931,81.1345033166255
"117",24.2473110317823,76.834948872192
"118",24.278395559564,76.9830912214675
"119",24.2847578127772,81.953579844763
"120",24.3984932919932,77.1637735066283
"121",24.4225319989404,77.3203772898351
"122",24.4281499421044,78.6930635909243
"123",24.4381236364502,78.6489841282259
"124",24.4770876236866,77.6775652111838
"125",24.4788826824475,78.0588631060452
"126",24.5101295468615,83.2543252695819
"127",24.5534427835728,81.9797079144278
"128",24.5628404668196,78.231556884455
"129",24.6112201359283,81.0017088274977
"130",24.6243971283302,78.3341649460602
"131",24.6479535434174,78.3835725200672
"132",24.6560827658715,80.9001156356174
"133",24.7343483747218,78.6168849833469
"134",24.7809496210665,75.0483603697247
"135",24.7992189844109,78.6930635909243
"136",24.8200937689525,78.7181621383837
"137",24.8668490356711,78.7589704592236
"138",24.8863601044939,78.9363727907781
"139",24.8943286659962,78.9507372823662
"140",24.8981167442848,79.4284495938713
"141",24.9114348878611,72.0705531439131
"142",24.9391780453399,79.4003305156957
"143",24.9480180938191,79.4284495938713
"144",25.0072900903169,79.6318740170679
"145",25.0209835863542,75.0908621958229
"146",25.0246749828261,79.7793319425906
"147",25.0471544327615,79.900891522172
"148",25.056016733275,79.9134753412151
"149",25.0667008709302,83.7070803869004
"150",25.0745511771737,79.900891522172
"151",25.0892072230733,76.2768665095745
"152",25.0904966471392,82.5371946205679
"153",25.0993275940878,82.0120879062018
"154",25.1181445110467,76.7677380406641
"155",25.1340386453685,80.4334271141321
"156",25.1680653838847,78.3341649460602
"157",25.1748027001613,73.8429890482941
"158",25.2119804333723,80.5706909470774
"159",25.221019468561,83.8168003384056
"160",25.237430272491,80.8035050459951
"161",25.331179172959,80.8212994731096
"162",25.3773879730239,78.7589704592236
"163",25.3860265683497,78.6168849833469
"164",25.4281667649705,80.8035050459951
"165",25.6241874720207,78.7181621383837
"166",25.6307541156506,77.3203772898351
"167",25.6329607130315,81.1352717109105
"168",25.6608202977898,81.2342897618472
"169",25.6837455218507,81.29085408908
"170",25.6843094294165,81.3164561021434
"171",25.7035239027569,82.4529783391223
"172",25.7364959647734,80.8212994731096
"173",25.756774763796,81.4283998349079
"174",25.8450130040674,81.4766857101933
"175",25.8496430456334,81.530397640636
"176",25.8657794043345,78.9363727907781
"177",25.911391291796,80.4334271141321
"178",25.9590053777878,76.4940457267269
"179",25.9625279684843,81.9797079144278
"180",26.0175586369521,82.0120879062018
"181",26.0541810233769,81.3643078069479
"182",26.0807994961515,79.9570777604993
"183",26.1452631103804,82.4529783391223
"184",26.1683838730691,84.1357104108777
"185",26.2181086103258,74.0217545339343
"186",26.2366750464166,82.570769032698
"187",26.2499145709692,82.6499084598461
"188",26.3001986776668,82.6527524600846
"189",26.3011759922006,83.044829518231
"190",26.3355176150594,83.0740197044551
"191",26.5192177113882,83.2543252695819
"192",26.5475810589838,76.2179513635437
"193",26.5985087711458,80.5241791909455
"194",26.6408461659775,84.1357104108777
"195",26.6710548288629,84.5117018270136
"196",26.6844357080941,82.2692193156364
"197",26.8668518447069,85.3385087293255
"198",27.0024827302928,87.1923574401493
"199",27.0375740182404,77.5115671651265
"200",27.2930789738311,87.7143744375999
